name,neighborhood,current_price,original_price,reviews_desc,num_reviews,breakfast,free_cancellation,rooms_left,grade,fully_refundable,reserve_now_pay_later,price_after_taxes,checkin_date,checkout_date,TTT,LOS,Snapshot Date,order
Hilton Garden Inn New York/West 35th Street,New York,$282,N/A,Wonderful,"2,110",No,No,,9.09,No,No,982 total,14/07/2024,17/07/2024,7,3,07/07/2024,42
Aura Hotel Times Square,Theater District,$226,$282,Excellent,78,No,Yes,,8.88,Yes,Yes,893 total,14/07/2024,17/07/2024,7,3,07/07/2024,43
Hilton Garden Inn New York Times Square South,New York,$284,N/A,Wonderful,"3,179",No,No,1,9.09,No,No,988 total,14/07/2024,17/07/2024,7,3,07/07/2024,44
"The Jewel Hotel, New York",Central New York City,$306,N/A,Wonderful,"2,046",No,Yes,,9.29,Yes,Yes,"1,149 total",14/07/2024,17/07/2024,7,3,07/07/2024,45
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$203,$226,Very,"1,010",No,No,,8.08,No,No,768 total,14/07/2024,17/07/2024,7,3,07/07/2024,46
"Holiday Inn New York City - Times Square, an IHG Hotel",New York,$258,N/A,Very,"1,457",No,No,,8.28,No,No,900 total,14/07/2024,17/07/2024,7,3,07/07/2024,47
Hampton Inn Manhattan/Times Square Central,Theater District,$271,N/A,Wonderful,"1,639",Breakfast included,No,,9.09,No,No,943 total,14/07/2024,17/07/2024,7,3,07/07/2024,48
DoubleTree by Hilton New York Downtown,New York,$217,N/A,Good,"1,651",No,No,,7.87,No,No,759 total,14/07/2024,17/07/2024,7,3,07/07/2024,49
Millennium Hotel Broadway Times Square,Theater District,$237,$279,Good,"5,946",No,Yes,,7.47,Yes,Yes,930 total,14/07/2024,17/07/2024,7,3,07/07/2024,50
Hyatt Place New York City/Times Square,New York,$247,$274,Very,"1,564",Breakfast included,Yes,,8.08,Yes,No,859 total,14/07/2024,17/07/2024,7,3,07/07/2024,51
Westgate New York Grand Central,New York,$263,$299,Wonderful,"1,708",No,Yes,,9.09,Yes,No,"1,037 total",14/07/2024,17/07/2024,7,3,07/07/2024,52
Sonder Duane Street,New York,$252,$280,Very,737,No,Yes,1,8.48,Yes,No,877 total,14/07/2024,17/07/2024,7,3,07/07/2024,53
Virgin Hotels New York City,New York,$371,$425,Excellent,"1,519",No,Yes,5,8.88,Yes,No,"1,404 total",14/07/2024,17/07/2024,7,3,07/07/2024,54
Pod 51,New York,$167,N/A,Very,"1,339",No,No,,8.08,No,No,655 total,14/07/2024,17/07/2024,7,3,07/07/2024,55
citizenM New York Times Square,Theater District,$325,N/A,Wonderful,"1,085",No,No,,9.29,No,No,"1,129 total",14/07/2024,17/07/2024,7,3,07/07/2024,56
Tuscany by LuxUrban,New York,$234,$260,Very,"1,011",No,Yes,1,8.48,Yes,No,817 total,14/07/2024,17/07/2024,7,3,07/07/2024,57
Hilton Garden Inn New York/Central Park South-Midtown West,Theater District,$247,N/A,Good,"1,482",No,No,,7.67,No,No,872 total,14/07/2024,17/07/2024,7,3,07/07/2024,58
"33 Hotel, New York City, Seaport",New York,$254,$299,Wonderful,470,No,Yes,,9.09,Yes,Yes,"1,006 total",14/07/2024,17/07/2024,7,3,07/07/2024,59
Hampton Inn Manhattan-Chelsea,Chelsea,$225,N/A,Very,"1,008",Breakfast included,No,,8.08,No,No,787 total,14/07/2024,17/07/2024,7,3,07/07/2024,60
Renaissance New York Times Square Hotel by Marriott,Theater District,$307,N/A,Wonderful,"1,017",No,No,3,9.09,No,No,"1,171 total",14/07/2024,17/07/2024,7,3,07/07/2024,61
Margaritaville Resort Times Square,Theater District,$293,N/A,Wonderful,"3,670",No,Yes,6,9.29,Yes,Yes,"1,193 total",14/07/2024,17/07/2024,7,3,07/07/2024,62
Fairfield Inn & Suites New York Manhattan / Central Park,New York,$221,N/A,Very,"1,005",No,No,5,8.48,No,No,772 total,14/07/2024,17/07/2024,7,3,07/07/2024,63
Hotel 32 32,New York,$216,$287,Very,"1,645",No,No,,8.08,No,No,856 total,14/07/2024,17/07/2024,7,3,07/07/2024,64
Madison LES Hotel,New York,$170,N/A,Very,725,Breakfast included,No,,8.08,No,No,665 total,14/07/2024,17/07/2024,7,3,07/07/2024,65
Chelsea Inn,New York,$215,N/A,Very,"1,008",No,No,,8.08,No,No,821 total,14/07/2024,17/07/2024,7,3,07/07/2024,66
The Lucerne Hotel,Upper West Side,$290,$322,Wonderful,"1,633",No,Yes,1,9.29,Yes,No,"1,009 total",14/07/2024,17/07/2024,7,3,07/07/2024,67
Motto By Hilton New York City Times Square,Theater District,$233,$259,Wonderful,902,No,Yes,,9.09,Yes,Yes,917 total,14/07/2024,17/07/2024,7,3,07/07/2024,68
"The Chatwal, In The Unbound Collection By Hyatt",Theater District,$514,$772,Exceptional,553,No,Yes,3,9.49,Yes,No,"1,782 total",14/07/2024,17/07/2024,7,3,07/07/2024,69
DoubleTree by Hilton New York Times Square West,New York,$235,N/A,Good,"1,328",No,No,1,7.27,No,No,819 total,14/07/2024,17/07/2024,7,3,07/07/2024,70
Hilton New York Fashion District,Chelsea,$283,N/A,Very,"1,012",No,No,6,8.28,No,No,985 total,14/07/2024,17/07/2024,7,3,07/07/2024,71
Arlo Midtown,New York,$310,N/A,Wonderful,"5,386",No,No,,9.29,No,No,"1,181 total",14/07/2024,17/07/2024,7,3,07/07/2024,72
Hotel Edison Times Square,Theater District,$236,N/A,Very,"4,297",No,Yes,,8.08,Yes,Yes,962 total,14/07/2024,17/07/2024,7,3,07/07/2024,73
The Westin New York at Times Square,Theater District,$312,N/A,Excellent,"4,345",No,No,5,8.88,No,No,"1,188 total",14/07/2024,17/07/2024,7,3,07/07/2024,74
Moxy NYC Downtown,New York,$273,$321,Excellent,"1,025",No,No,5,8.68,No,No,"1,024 total",14/07/2024,17/07/2024,7,3,07/07/2024,75
"InterContinental New York Times Square, an IHG Hotel",New York,$320,N/A,Very,"1,070",No,No,,8.48,No,No,"1,231 total",14/07/2024,17/07/2024,7,3,07/07/2024,76
"The Pierre, A Taj Hotel, New York",New York,$531,$625,Wonderful,"1,002",No,Yes,,9.29,Yes,Yes,"1,943 total",14/07/2024,17/07/2024,7,3,07/07/2024,77
The Hotel @ Fifth Avenue,New York,$218,$242,Good,"1,222",No,Yes,,7.87,Yes,Yes,836 total,14/07/2024,17/07/2024,7,3,07/07/2024,78
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",Chelsea,$224,N/A,Good,"1,000",No,No,,7.47,No,No,783 total,14/07/2024,17/07/2024,7,3,07/07/2024,79
Heritage Hotel,New York,$195,$214,Very,"1,249",No,No,,8.08,No,No,683 total,14/07/2024,17/07/2024,7,3,07/07/2024,80
Pod 39,New York,$218,N/A,Excellent,"1,533",No,No,,8.88,No,No,830 total,14/07/2024,17/07/2024,7,3,07/07/2024,81
Hyatt Place New York/Chelsea,Chelsea,$281,$312,Very,"1,366",Breakfast included,Yes,,8.28,Yes,No,978 total,14/07/2024,17/07/2024,7,3,07/07/2024,82
Courtyard by Marriott New York Manhattan / Central Park,New York,$298,N/A,Excellent,"1,011",No,No,5,8.88,No,No,"1,036 total",14/07/2024,17/07/2024,7,3,07/07/2024,83
"The Draper New York, Tapestry Collection by Hilton",New York,$231,N/A,Excellent,727,No,No,,8.88,No,No,805 total,14/07/2024,17/07/2024,7,3,07/07/2024,84
Park Terrace Hotel,Central New York City,$418,$429,Exceptional,"1,318",No,No,,9.49,No,No,"1,570 total",14/07/2024,17/07/2024,7,3,07/07/2024,85
SpringHill Suites by Marriott New York Manhattan/Times Square South,New York,$275,N/A,Very,"1,427",Breakfast included,No,5,8.48,No,No,963 total,14/07/2024,17/07/2024,7,3,07/07/2024,86
The Standard High Line,New York,$380,$416,Excellent,"1,088",No,Yes,,8.68,Yes,No,"1,438 total",14/07/2024,17/07/2024,7,3,07/07/2024,87
La Quinta Inn & Suites by Wyndham Times Square South,New York,$223,$279,Excellent,"1,003",Breakfast included,Yes,,8.88,Yes,Yes,844 total,14/07/2024,17/07/2024,7,3,07/07/2024,88
Westgate New York Grand Central,New York,$263,$299,Wonderful,"1,708",No,Yes,,9.09,Yes,No,"1,037 total",14/07/2024,17/07/2024,7,3,07/07/2024,89
City Club Hotel,Central New York City,$192,$226,Good,"1,350",Breakfast included,Yes,3,7.67,Yes,Yes,746 total,14/07/2024,17/07/2024,7,3,07/07/2024,90
Park Lane New York,Central New York City,$423,$536,Excellent,931,No,No,,8.68,No,No,"1,636 total",14/07/2024,17/07/2024,7,3,07/07/2024,91
Hyatt House Jersey City,Jersey City,$299,$332,Excellent,"1,306",Breakfast included,Yes,1,8.68,Yes,No,"1,045 total",14/07/2024,17/07/2024,7,3,07/07/2024,92
Motto By Hilton New York City Times Square,Theater District,$233,$259,Wonderful,902,No,Yes,,9.09,Yes,Yes,917 total,14/07/2024,17/07/2024,7,3,07/07/2024,93
Sheraton Tribeca New York Hotel,New York,$311,N/A,Very,"1,011",No,Yes,,8.48,Yes,Yes,"1,081 total",14/07/2024,17/07/2024,7,3,07/07/2024,94
70 Park Avenue,New York,$253,N/A,Excellent,"1,004",No,No,1,8.88,No,No,"1,001 total",14/07/2024,17/07/2024,7,3,07/07/2024,95
Hotel Mulberry,New York,$219,N/A,Wonderful,"1,001",No,Yes,2,9.09,Yes,No,764 total,14/07/2024,17/07/2024,7,3,07/07/2024,96
"Crowne Plaza Times Square Manhattan, an IHG Hotel",Theater District,$286,N/A,Very,"2,160",No,No,,8.28,No,No,"1,120 total",14/07/2024,17/07/2024,7,3,07/07/2024,97
Untitled at 3 Freeman Alley,New York,$265,$267,Wonderful,265,Breakfast included,Yes,,9.29,Yes,No,"1,016 total",14/07/2024,17/07/2024,7,3,07/07/2024,98
Romer Hell's Kitchen,New York,$281,$296,Exceptional,953,No,Yes,,9.49,Yes,Yes,"1,116 total",14/07/2024,17/07/2024,7,3,07/07/2024,99
Courtyard by Marriott New York Manhattan/Upper East Side,New York,$263,N/A,Very,"1,147",No,No,5,8.28,No,No,915 total,14/07/2024,17/07/2024,7,3,07/07/2024,100
Hotel Beacon,Upper West Side,$391,$559,Wonderful,"1,045",No,No,,9.29,No,No,"1,364 total",14/07/2024,17/07/2024,7,3,07/07/2024,101
Hotel Hendricks,Central New York City,$237,$249,Very,"1,066",No,Yes,,8.48,Yes,Yes,953 total,14/07/2024,17/07/2024,7,3,07/07/2024,102
Mondrian Park Avenue,New York,$219,$298,Good,"1,013",No,Yes,1,7.47,Yes,No,904 total,14/07/2024,17/07/2024,7,3,07/07/2024,103
"Staypineapple, An Artful Hotel, Midtown",New York,$221,$255,Wonderful,"1,002",No,Yes,,9.29,Yes,No,876 total,14/07/2024,17/07/2024,7,3,07/07/2024,104
SpringHill Suites by Marriott New York Manhattan/Chelsea,Chelsea,$263,N/A,Excellent,517,Breakfast included,Yes,,8.68,Yes,Yes,922 total,14/07/2024,17/07/2024,7,3,07/07/2024,105
OYO Times Square,Theater District,$172,$182,Good,"1,008",No,No,,7.47,No,No,738 total,14/07/2024,17/07/2024,7,3,07/07/2024,106
Four Points By Sheraton New York Downtown,New York,$239,N/A,Very,"1,579",No,Yes,5,8.08,Yes,Yes,833 total,14/07/2024,17/07/2024,7,3,07/07/2024,107
Courtyard New York Manhattan/ Midtown East,New York,$368,$389,Excellent,"2,030",No,No,5,8.88,No,No,"1,276 total",14/07/2024,17/07/2024,7,3,07/07/2024,108
The Luxury Collection Hotel Manhattan Midtown,New York,$445,N/A,Excellent,"1,002",No,No,5,8.68,No,No,"1,670 total",14/07/2024,17/07/2024,7,3,07/07/2024,109
DoubleTree by Hilton Hotel New York City - Chelsea,Chelsea,$274,N/A,Good,"1,055",No,No,,7.87,No,No,953 total,14/07/2024,17/07/2024,7,3,07/07/2024,110
The Lombardy Hotel,New York,$342,$402,Excellent,"1,003",No,Yes,,8.88,Yes,Yes,"1,233 total",14/07/2024,17/07/2024,7,3,07/07/2024,111
Renaissance New York Harlem Hotel,Harlem,$203,$239,Excellent,278,No,Yes,5,8.88,Yes,Yes,871 total,14/07/2024,17/07/2024,7,3,07/07/2024,112
Doxie Hotel,New York,$179,N/A,Good,765,No,Yes,,7.27,Yes,No,627 total,14/07/2024,17/07/2024,7,3,07/07/2024,113
Comfort Inn Manhattan - Midtown West,New York,$193,N/A,Good,"1,208",Breakfast included,Yes,5,7.47,Yes,Yes,675 total,14/07/2024,17/07/2024,7,3,07/07/2024,114
Wyndham Garden Chinatown,New York,$209,$262,Very,"1,001",No,Yes,4,8.08,Yes,Yes,791 total,14/07/2024,17/07/2024,7,3,07/07/2024,115
The Shoreham Hotel,Central New York City,$254,$299,Good,"1,007",No,Yes,,7.67,Yes,Yes,920 total,14/07/2024,17/07/2024,7,3,07/07/2024,116
The Gallivant Times Square,Theater District,$194,N/A,N/A,"2,763",No,No,,6.46,No,No,730 total,14/07/2024,17/07/2024,7,3,07/07/2024,117
Moderne Hotel,New York,$228,$247,Excellent,"1,005",No,No,,8.68,No,No,862 total,14/07/2024,17/07/2024,7,3,07/07/2024,118
JG Sohotel,SoHo,$222,N/A,Excellent,242,No,Yes,,8.68,Yes,No,841 total,14/07/2024,17/07/2024,7,3,07/07/2024,119
"Kimpton Hotel Theta, an IHG Hotel",Theater District,$259,N/A,Wonderful,427,No,No,,9.09,No,No,"1,043 total",14/07/2024,17/07/2024,7,3,07/07/2024,120
Best Western Premier Empire State Hotel,New York,$264,N/A,Wonderful,691,No,Yes,2,9.09,Yes,Yes,920 total,14/07/2024,17/07/2024,7,3,07/07/2024,121
Citadines Connect Fifth Avenue New York,Central New York City,$223,$248,Very,"1,065",Breakfast included,No,,8.08,No,No,855 total,14/07/2024,17/07/2024,7,3,07/07/2024,122
"Holiday Inn Express New York City Times Square, an IHG Hotel",New York,$226,$257,N/A,"1,009",Breakfast included,No,,6.86,No,No,841 total,14/07/2024,17/07/2024,7,3,07/07/2024,123
TRYP by Wyndham New York City Times Square / Midtown,New York,$220,N/A,Good,"1,613",No,No,,7.47,No,No,796 total,14/07/2024,17/07/2024,7,3,07/07/2024,124
The Pearl New York,Theater District,$329,$366,Exceptional,"1,387",No,Yes,,9.49,Yes,Yes,"1,247 total",14/07/2024,17/07/2024,7,3,07/07/2024,125
Margaritaville Resort Times Square,Theater District,$293,N/A,Wonderful,"3,670",No,Yes,6,9.29,Yes,Yes,"1,193 total",14/07/2024,17/07/2024,7,3,07/07/2024,126
Embassy Suites by Hilton New York Manhattan Times Square,New York,$266,N/A,Very,"1,727",Breakfast included,No,7,8.28,No,No,"1,029 total",14/07/2024,17/07/2024,7,3,07/07/2024,127
Executive Hotel Le Soleil New York,New York,$279,N/A,Wonderful,"2,294",No,Yes,,9.09,Yes,No,"1,037 total",14/07/2024,17/07/2024,7,3,07/07/2024,128
Wingate by Wyndham New York Midtown South/5th Ave,New York,$269,$306,Excellent,"1,002",Breakfast included,Yes,1,8.68,Yes,Yes,936 total,14/07/2024,17/07/2024,7,3,07/07/2024,129
W New York - Times Square,Theater District,$327,N/A,Excellent,"1,149",No,No,5,8.68,No,No,"1,226 total",14/07/2024,17/07/2024,7,3,07/07/2024,130
SIXTY Lower East Side,New York,$317,$352,Good,"1,007",No,Yes,1,7.47,Yes,Yes,"1,102 total",14/07/2024,17/07/2024,7,3,07/07/2024,131
"Hotel Indigo NYC Financial District, an IHG Hotel",New York,$231,N/A,Wonderful,395,No,No,,9.29,No,No,804 total,14/07/2024,17/07/2024,7,3,07/07/2024,132
Hilton Club The Quin New York,Central New York City,$347,N/A,Excellent,"1,006",No,No,,8.88,No,No,"1,206 total",14/07/2024,17/07/2024,7,3,07/07/2024,133
Warwick New York,Central New York City,$322,N/A,Excellent,"1,463",No,Yes,,8.68,Yes,No,"1,218 total",14/07/2024,17/07/2024,7,3,07/07/2024,134
Millennium Downtown New York,New York,$295,$369,Good,"2,353",No,No,,7.47,No,No,"1,147 total",14/07/2024,17/07/2024,7,3,07/07/2024,135
Radio Hotel,New York,$200,N/A,Excellent,"1,768",No,Yes,,8.68,Yes,No,699 total,14/07/2024,17/07/2024,7,3,07/07/2024,136
The Bowery Hotel,New York,$492,$515,Exceptional,449,No,Yes,3,9.49,Yes,No,"1,706 total",14/07/2024,17/07/2024,7,3,07/07/2024,137
Renaissance New York Times Square Hotel by Marriott,Theater District,$307,N/A,Wonderful,"1,017",No,No,3,9.09,No,No,"1,171 total",14/07/2024,17/07/2024,7,3,07/07/2024,138
The Wall Street Hotel,New York,$557,N/A,Exceptional,264,No,Yes,,9.89,Yes,No,"1,927 total",14/07/2024,17/07/2024,7,3,07/07/2024,139
TownePlace Suites by Marriott New York Manhattan/Chelsea,Chelsea,$256,N/A,Very,361,Breakfast included,No,5,8.28,No,No,893 total,14/07/2024,17/07/2024,7,3,07/07/2024,140
Fairfield Inn by Marriott New York Manhattan/Times Square,New York,$307,N/A,Excellent,"1,128",Breakfast included,No,5,8.88,No,No,"1,067 total",14/07/2024,17/07/2024,7,3,07/07/2024,141
Fairfield Inn & Suites New York Manhattan/Times Square South,New York,$327,N/A,Excellent,"1,215",Breakfast included,No,,8.88,No,No,"1,142 total",14/07/2024,17/07/2024,7,3,07/07/2024,142
Moxy NYC Lower East Side,New York,$296,N/A,Excellent,990,No,No,5,8.88,No,No,"1,118 total",14/07/2024,17/07/2024,7,3,07/07/2024,143
"voco Times Square South New York, an IHG Hotel",New York,$243,N/A,Excellent,"1,034",No,No,1,8.68,No,No,931 total,14/07/2024,17/07/2024,7,3,07/07/2024,144
Element New York Times Square West,New York,$275,N/A,Very,"1,840",Breakfast included,No,5,8.28,No,No,964 total,14/07/2024,17/07/2024,7,3,07/07/2024,145
Sanctuary Hotel New York,Theater District,$254,$299,Excellent,"1,007",No,No,2,8.68,No,No,963 total,14/07/2024,17/07/2024,7,3,07/07/2024,146
Hilton Garden Inn New York/Midtown Park Ave,New York,$308,N/A,Very,"1,010",No,Yes,2,8.48,Yes,Yes,"1,071 total",14/07/2024,17/07/2024,7,3,07/07/2024,147
The Times Square EDITION,Theater District,$386,N/A,Wonderful,979,No,No,5,9.29,No,No,"1,445 total",14/07/2024,17/07/2024,7,3,07/07/2024,148
Loews Regency New York Hotel,New York,$576,N/A,Wonderful,"1,004",No,Yes,,9.09,Yes,Yes,"2,010 total",14/07/2024,17/07/2024,7,3,07/07/2024,149
Hampton Inn New York Times Square,Theater District,$299,N/A,Very,"1,236",Breakfast included,Yes,,8.28,Yes,Yes,"1,040 total",14/07/2024,17/07/2024,7,3,07/07/2024,150
Hampton Inn Manhattan/Downtown-Financial District,New York,$198,N/A,Very,"1,003",Breakfast included,No,1,8.28,No,No,693 total,14/07/2024,17/07/2024,7,3,07/07/2024,151
Pestana CR7 Times Square,New York,$253,$316,Excellent,681,No,No,2,8.88,No,No,962 total,14/07/2024,17/07/2024,7,3,07/07/2024,152
Homewood Suites New York/Midtown Manhattan Times Square,New York,$281,N/A,Excellent,"1,164",Breakfast included,No,3,8.88,No,No,983 total,14/07/2024,17/07/2024,7,3,07/07/2024,153
N/A,N/A,N/A,N/A,N/A,N/A,No,No,,N/A,No,No,N/A,14/07/2024,18/07/2024,7,4,07/07/2024,4
"voco Fiorello - LaGuardia East, an IHG Hotel",Queens,$215,$253,Very,273,No,No,,8.48,No,No,"1,002 total",14/07/2024,18/07/2024,7,4,07/07/2024,5
"Club Quarters Hotel, Grand Central",New York,$249,$293,Excellent,"2,008",No,Yes,,8.68,Yes,Yes,"1,272 total",14/07/2024,18/07/2024,7,4,07/07/2024,6
"Club Quarters, Times Square - Midtown",Central New York City,$251,$295,Excellent,"2,641",No,Yes,,8.68,Yes,Yes,"1,280 total",14/07/2024,18/07/2024,7,4,07/07/2024,7
Pod Times Square,New York,$167,$194,Excellent,"4,189",No,Yes,5,8.88,Yes,Yes,872 total,14/07/2024,18/07/2024,7,4,07/07/2024,8
Truss Hotel Times Square,New York,$225,$279,Very,"1,603",No,No,,8.28,No,No,"1,046 total",14/07/2024,18/07/2024,7,4,07/07/2024,9
Hotel Stanford,New York,$267,$283,Excellent,101,No,Yes,,8.88,Yes,No,"1,242 total",14/07/2024,18/07/2024,7,4,07/07/2024,10
Penny Williamsburg,Williamsburg,$228,$285,Exceptional,521,No,Yes,,9.69,Yes,Yes,"1,204 total",14/07/2024,18/07/2024,7,4,07/07/2024,11
World Center Hotel,New York,$245,$288,Excellent,"2,053",No,Yes,,8.88,Yes,Yes,"1,252 total",14/07/2024,18/07/2024,7,4,07/07/2024,12
Hyatt Grand Central New York,New York,$268,$315,Very,"3,749",No,Yes,1,8.08,Yes,No,"1,427 total",14/07/2024,18/07/2024,7,4,07/07/2024,13
citizenM New York Bowery,New York,$300,$353,Wonderful,"1,149",No,Yes,,9.29,Yes,No,"1,392 total",14/07/2024,18/07/2024,7,4,07/07/2024,14
Hard Rock Hotel New York,Theater District,$377,$444,Exceptional,"2,662",No,No,,9.49,No,No,"1,930 total",14/07/2024,18/07/2024,7,4,07/07/2024,15
Tempo by Hilton New York Times Square,Theater District,$344,N/A,Exceptional,"2,652",No,No,6,9.49,No,No,"1,751 total",14/07/2024,18/07/2024,7,4,07/07/2024,16
Moxy Brooklyn Willamsburg,Williamsburg,$305,N/A,Excellent,428,No,Yes,,8.88,Yes,Yes,"1,514 total",14/07/2024,18/07/2024,7,4,07/07/2024,17
The Washington by LuxUrban,New York,$246,N/A,Very,"1,016",No,Yes,,8.28,Yes,No,"1,144 total",14/07/2024,18/07/2024,7,4,07/07/2024,18
Courtyard by Marriott New York Manhattan / Central Park,New York,$272,$320,Excellent,"1,011",No,No,5,8.88,No,No,"1,262 total",14/07/2024,18/07/2024,7,4,07/07/2024,19
Empire Hotel,New York,$226,$251,Good,"3,745",No,No,,7.67,No,No,"1,234 total",14/07/2024,18/07/2024,7,4,07/07/2024,20
New York Marriott Marquis,Theater District,$389,N/A,Wonderful,"2,828",No,No,5,9.29,No,No,"1,982 total",14/07/2024,18/07/2024,7,4,07/07/2024,21
Hotel Riu Plaza New York Times Square,New York,$297,$456,Wonderful,"3,593",Breakfast included,Yes,,9.09,Yes,Yes,"1,507 total",14/07/2024,18/07/2024,7,4,07/07/2024,22
Hotel Boutique at Grand Central,New York,$249,$293,Excellent,"1,075",No,Yes,,8.68,Yes,Yes,"1,272 total",14/07/2024,18/07/2024,7,4,07/07/2024,23
The FIDI Hotel,New York,$206,$252,Excellent,421,No,No,8,8.88,No,No,"1,098 total",14/07/2024,18/07/2024,7,4,07/07/2024,24
The New Yorker A Wyndham Hotel,New York,$235,$276,Very,"4,662",No,Yes,,8.28,Yes,Yes,"1,224 total",14/07/2024,18/07/2024,7,4,07/07/2024,25
"Club Quarters Hotel, World Trade Center",New York,$245,$288,Excellent,"1,420",No,Yes,,8.68,Yes,Yes,"1,252 total",14/07/2024,18/07/2024,7,4,07/07/2024,26
YOTEL New York Times Square,New York,$202,$337,Good,"2,303",No,No,,7.47,No,No,"1,123 total",14/07/2024,18/07/2024,7,4,07/07/2024,27
Soho 54,New York,$193,$214,Good,"1,046",No,Yes,,7.47,Yes,Yes,"1,036 total",14/07/2024,18/07/2024,7,4,07/07/2024,28
Doubletree by Hilton New York Times Square South,New York,$289,N/A,Excellent,"3,784",No,No,,8.88,No,No,"1,340 total",14/07/2024,18/07/2024,7,4,07/07/2024,29
The Belvedere Hotel,New York,$230,$262,Excellent,"3,542",No,Yes,2,8.68,Yes,Yes,"1,170 total",14/07/2024,18/07/2024,7,4,07/07/2024,30
Ameritania Hotel at Times Square,Theater District,$242,$255,Excellent,"3,140",No,No,,8.68,No,No,"1,216 total",14/07/2024,18/07/2024,7,4,07/07/2024,31
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$222,$247,Very,"1,010",No,No,,8.08,No,No,"1,112 total",14/07/2024,18/07/2024,7,4,07/07/2024,32
Sonesta Simply Suites Jersey City,Jersey City,$230,$287,Excellent,"1,005",No,No,,8.68,No,No,"1,071 total",14/07/2024,18/07/2024,7,4,07/07/2024,33
Aura Hotel Times Square,Theater District,$255,$319,Excellent,78,No,Yes,,8.88,Yes,Yes,"1,325 total",14/07/2024,18/07/2024,7,4,07/07/2024,34
"Martinique New York on Broadway, Curio Collection by Hilton",New York,$256,N/A,Excellent,"1,176",No,Yes,,8.88,Yes,Yes,"1,370 total",14/07/2024,18/07/2024,7,4,07/07/2024,35
Pod 51,New York,$190,$328,Very,"1,339",No,Yes,,8.08,Yes,Yes,978 total,14/07/2024,18/07/2024,7,4,07/07/2024,36
"The Pierre, A Taj Hotel, New York",New York,$469,$625,Wonderful,"1,002",No,Yes,1,9.29,Yes,Yes,"2,303 total",14/07/2024,18/07/2024,7,4,07/07/2024,37
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,New York,$247,N/A,Excellent,"1,670",No,No,,8.88,No,No,"1,149 total",14/07/2024,18/07/2024,7,4,07/07/2024,38
Hilton Garden Inn New York/Times Square Central,Theater District,$242,$269,Very,"1,865",No,No,,8.28,No,No,"1,245 total",14/07/2024,18/07/2024,7,4,07/07/2024,39
"The Jewel Hotel, New York",Central New York City,$327,N/A,Wonderful,"2,046",No,Yes,,9.29,Yes,Yes,"1,627 total",14/07/2024,18/07/2024,7,4,07/07/2024,40
