name,neighborhood,current_price,original_price,reviews_desc,num_reviews,breakfast,free_cancellation,rooms_left,grade,fully_refundable,reserve_now_pay_later,price_after_taxes,checkin_date,checkout_date,TTT,LOS,Snapshot Date,order
Courtyard by Marriott New York Manhattan/Times Square,New York,$247,N/A,Excellent,"1,003",No,No,,8.68,No,No,861 total,19/07/2024,22/07/2024,12,3,07/07/2024,108
Wingate by Wyndham New York Midtown South/5th Ave,New York,$209,N/A,Excellent,"1,002",Breakfast included,No,,8.68,No,No,731 total,19/07/2024,22/07/2024,12,3,07/07/2024,109
Pod 51,New York,$153,$161,Very,"1,339",No,No,,8.08,No,No,608 total,19/07/2024,22/07/2024,12,3,07/07/2024,110
The Lombardy Hotel,New York,$280,$329,Excellent,"1,003",No,Yes,,8.88,Yes,Yes,"1,018 total",19/07/2024,22/07/2024,12,3,07/07/2024,111
Broadway Plaza Hotel,New York,$270,$316,Wonderful,"1,530",No,No,4,9.29,No,No,976 total,19/07/2024,22/07/2024,12,3,07/07/2024,112
Aura Hotel Times Square,Theater District,$234,$292,Excellent,78,No,Yes,,8.88,Yes,Yes,921 total,19/07/2024,22/07/2024,12,3,07/07/2024,113
Chelsea Inn,New York,$203,N/A,Very,"1,008",No,No,,8.08,No,No,777 total,19/07/2024,22/07/2024,12,3,07/07/2024,114
TownePlace Suites by Marriott New York Manhattan/Chelsea,Chelsea,$202,N/A,Very,361,Breakfast included,No,,8.28,No,No,707 total,19/07/2024,22/07/2024,12,3,07/07/2024,115
"The Beekman, A Thompson Hotel, by Hyatt",New York,$336,$395,Exceptional,"1,000",No,No,,9.49,No,No,"1,304 total",19/07/2024,22/07/2024,12,3,07/07/2024,116
Courtyard by Marriott New York Manhattan / Central Park,New York,$271,N/A,Excellent,"1,011",No,No,,8.88,No,No,945 total,19/07/2024,22/07/2024,12,3,07/07/2024,117
Best Western Premier Empire State Hotel,New York,$230,N/A,Wonderful,691,No,Yes,,9.09,Yes,Yes,803 total,19/07/2024,22/07/2024,12,3,07/07/2024,118
"Crowne Plaza Times Square Manhattan, an IHG Hotel",Theater District,$250,N/A,Very,"2,160",No,No,,8.28,No,No,998 total,19/07/2024,22/07/2024,12,3,07/07/2024,119
Courtyard by Marriott New York World Trade Center Area,New York,$212,N/A,Excellent,555,No,No,5,8.88,No,No,741 total,19/07/2024,22/07/2024,12,3,07/07/2024,120
Pod 39,New York,$183,$203,Excellent,"1,533",No,No,,8.88,No,No,711 total,19/07/2024,22/07/2024,12,3,07/07/2024,121
"The Cloud One New York-Downtown, by the Motel One Group",New York,$246,N/A,Excellent,629,No,Yes,,8.88,Yes,No,856 total,19/07/2024,22/07/2024,12,3,07/07/2024,122
Freehand New York,New York,$183,$188,Very,"1,066",No,No,,8.28,No,No,763 total,19/07/2024,22/07/2024,12,3,07/07/2024,123
Hampton Inn Manhattan-35th St/Empire State Bldg,New York,$237,N/A,Excellent,"1,008",Breakfast included,Yes,,8.68,Yes,Yes,826 total,19/07/2024,22/07/2024,12,3,07/07/2024,124
Park Lane New York,Central New York City,$352,$446,Excellent,931,No,No,,8.68,No,No,"1,391 total",19/07/2024,22/07/2024,12,3,07/07/2024,125
Paramount Times Square,Theater District,$194,N/A,Good,"2,688",No,No,2,7.07,No,No,799 total,19/07/2024,22/07/2024,12,3,07/07/2024,126
The Gregorian,New York,$243,$256,Wonderful,"1,272",No,Yes,,9.29,Yes,Yes,967 total,19/07/2024,22/07/2024,12,3,07/07/2024,127
citizenM New York Times Square,Theater District,$305,N/A,Wonderful,"1,085",No,No,,9.29,No,No,"1,060 total",19/07/2024,22/07/2024,12,3,07/07/2024,128
Motto by Hilton New York City Chelsea,Chelsea,$219,N/A,Wonderful,"1,082",No,No,,9.09,No,No,867 total,19/07/2024,22/07/2024,12,3,07/07/2024,129
The Hotel @ Fifth Avenue,New York,$191,$241,Good,"1,222",No,Yes,2,7.87,Yes,No,745 total,19/07/2024,22/07/2024,12,3,07/07/2024,130
Hotel Belleclaire,Upper West Side,$248,N/A,Wonderful,"1,716",Breakfast included,Yes,,9.09,Yes,Yes,963 total,19/07/2024,22/07/2024,12,3,07/07/2024,131
The Westin New York at Times Square,Theater District,$290,N/A,Excellent,"4,345",No,Yes,5,8.88,Yes,Yes,"1,113 total",19/07/2024,22/07/2024,12,3,07/07/2024,132
Warwick New York,Central New York City,$255,N/A,Excellent,"1,463",No,Yes,,8.68,Yes,No,988 total,19/07/2024,22/07/2024,12,3,07/07/2024,133
"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",New York,$188,N/A,Wonderful,891,No,No,8,9.09,No,No,762 total,19/07/2024,22/07/2024,12,3,07/07/2024,134
Walker Hotel Tribeca,New York,$197,$218,Excellent,641,No,Yes,,8.68,Yes,No,794 total,19/07/2024,22/07/2024,12,3,07/07/2024,135
"The Chatwal, In The Unbound Collection By Hyatt",Theater District,$474,$711,Exceptional,553,No,Yes,4,9.49,Yes,No,"1,643 total",19/07/2024,22/07/2024,12,3,07/07/2024,136
New York Marriott Marquis,Theater District,$417,N/A,Wonderful,"2,828",No,Yes,5,9.29,Yes,Yes,"1,585 total",19/07/2024,22/07/2024,12,3,07/07/2024,137
Ace Hotel New York,New York,$240,$282,Very,"1,008",No,Yes,,8.28,Yes,Yes,957 total,19/07/2024,22/07/2024,12,3,07/07/2024,138
Aloft Manhattan Downtown - Financial District,New York,$183,N/A,Very,"1,005",No,Yes,4,8.08,Yes,Yes,639 total,19/07/2024,22/07/2024,12,3,07/07/2024,139
The Luxury Collection Hotel Manhattan Midtown,New York,$374,N/A,Excellent,"1,002",No,No,2,8.68,No,No,"1,426 total",19/07/2024,22/07/2024,12,3,07/07/2024,140
Hampton Inn Manhattan Grand Central,New York,$226,N/A,Excellent,"1,172",Breakfast included,No,4,8.68,No,No,788 total,19/07/2024,22/07/2024,12,3,07/07/2024,141
Millennium Hotel Broadway Times Square,Theater District,$243,$286,Good,"5,946",No,Yes,,7.47,Yes,Yes,950 total,19/07/2024,22/07/2024,12,3,07/07/2024,142
"The Langham, New York, Fifth Avenue",New York,$578,$867,Exceptional,"1,003",No,No,,9.49,No,No,"2,006 total",19/07/2024,22/07/2024,12,3,07/07/2024,143
"Hotel 50 Bowery, part of JdV by Hyatt",New York,$225,$250,Wonderful,"1,008",No,Yes,,9.09,Yes,No,890 total,19/07/2024,22/07/2024,12,3,07/07/2024,144
"The Lexington Hotel, Autograph Collection",New York,$217,N/A,Very,"1,001",No,No,5,8.48,No,No,864 total,19/07/2024,22/07/2024,12,3,07/07/2024,145
Renaissance New York Midtown Hotel,New York,$292,N/A,Wonderful,"1,006",No,Yes,5,9.29,Yes,Yes,"1,017 total",19/07/2024,22/07/2024,12,3,07/07/2024,146
Kixby,New York,$220,N/A,Wonderful,"1,015",No,Yes,,9.29,Yes,Yes,872 total,19/07/2024,22/07/2024,12,3,07/07/2024,147
The Marlton Hotel,Greenwich Village,$316,$351,Wonderful,"1,009",Breakfast included,Yes,1,9.29,Yes,Yes,"1,097 total",19/07/2024,22/07/2024,12,3,07/07/2024,148
Fairfield Inn by Marriott New York Manhattan/Times Square,New York,$267,N/A,Excellent,"1,128",Breakfast included,No,5,8.88,No,No,930 total,19/07/2024,22/07/2024,12,3,07/07/2024,149
The Knickerbocker Hotel,Theater District,$296,$312,Wonderful,"1,108",No,No,,9.09,No,No,"1,185 total",19/07/2024,22/07/2024,12,3,07/07/2024,150
"Holiday Inn Express - New York City Chelsea, an IHG Hotel",Chelsea,$200,N/A,Very,"1,019",Breakfast included,No,,8.08,No,No,769 total,19/07/2024,22/07/2024,12,3,07/07/2024,151
Executive Hotel Le Soleil New York,New York,$239,N/A,Wonderful,"2,294",No,Yes,,9.09,Yes,No,899 total,19/07/2024,22/07/2024,12,3,07/07/2024,152
Hilton Garden Inn New York/Manhattan-Midtown East,New York,$250,N/A,Very,"1,267",No,No,6,8.28,No,No,870 total,19/07/2024,22/07/2024,12,3,07/07/2024,153
N/A,N/A,N/A,N/A,N/A,N/A,No,No,,N/A,No,No,N/A,19/07/2024,23/07/2024,12,4,07/07/2024,4
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$185,$205,Very,"1,010",No,No,,8.08,No,No,931 total,19/07/2024,23/07/2024,12,4,07/07/2024,5
Arlo Midtown,New York,$222,N/A,Wonderful,"5,386",No,No,,9.29,No,No,"1,170 total",19/07/2024,23/07/2024,12,4,07/07/2024,6
Moxy NYC Chelsea,Chelsea,$227,N/A,Excellent,"1,006",No,Yes,2,8.68,Yes,No,"1,174 total",19/07/2024,23/07/2024,12,4,07/07/2024,7
"PUBLIC, an Ian Schrager hotel",New York,$309,$364,Very,"2,625",No,Yes,,8.28,Yes,Yes,"1,618 total",19/07/2024,23/07/2024,12,4,07/07/2024,8
Hilton Garden Inn New York/West 35th Street,New York,$205,N/A,Wonderful,"2,110",No,No,,9.09,No,No,955 total,19/07/2024,23/07/2024,12,4,07/07/2024,9
Hyatt Grand Central New York,New York,$203,$239,Very,"3,749",No,Yes,4,8.08,Yes,No,"1,130 total",19/07/2024,23/07/2024,12,4,07/07/2024,10
"Club Quarters, Times Square - Midtown",Central New York City,$211,$248,Excellent,"2,641",No,Yes,,8.68,Yes,Yes,"1,096 total",19/07/2024,23/07/2024,12,4,07/07/2024,11
Hotel Boutique at Grand Central,New York,$167,$239,Excellent,"1,075",No,Yes,,8.68,Yes,Yes,895 total,19/07/2024,23/07/2024,12,4,07/07/2024,12
Hyatt Place New York Midtown South,New York,$277,N/A,Excellent,"1,272",Breakfast included,Yes,,8.88,Yes,Yes,"1,285 total",19/07/2024,23/07/2024,12,4,07/07/2024,13
"Club Quarters Hotel, Grand Central",New York,$203,$239,Excellent,"2,008",No,Yes,,8.68,Yes,Yes,"1,059 total",19/07/2024,23/07/2024,12,4,07/07/2024,14
World Center Hotel,New York,$200,$236,Excellent,"2,053",No,Yes,,8.88,Yes,Yes,"1,048 total",19/07/2024,23/07/2024,12,4,07/07/2024,15
Hotel Stanford,New York,$214,$227,Excellent,101,No,Yes,,8.88,Yes,No,998 total,19/07/2024,23/07/2024,12,4,07/07/2024,16
Sonder Duane Street,New York,$247,$274,Very,737,No,Yes,1,8.48,Yes,No,"1,147 total",19/07/2024,23/07/2024,12,4,07/07/2024,17
"The Jewel Hotel, New York",Central New York City,$236,$278,Wonderful,"2,046",No,Yes,,9.29,Yes,Yes,"1,211 total",19/07/2024,23/07/2024,12,4,07/07/2024,18
Doubletree by Hilton New York Times Square South,New York,$218,N/A,Excellent,"3,784",No,No,,8.88,No,No,"1,013 total",19/07/2024,23/07/2024,12,4,07/07/2024,19
"Martinique New York on Broadway, Curio Collection by Hilton",New York,$169,N/A,Excellent,"1,176",No,No,1,8.88,No,No,973 total,19/07/2024,23/07/2024,12,4,07/07/2024,20
citizenM New York Bowery,New York,$238,$280,Wonderful,"1,149",No,Yes,,9.29,Yes,No,"1,106 total",19/07/2024,23/07/2024,12,4,07/07/2024,21
Sheraton Tribeca New York Hotel,New York,$197,N/A,Very,"1,011",No,Yes,,8.48,Yes,Yes,918 total,19/07/2024,23/07/2024,12,4,07/07/2024,22
Pod Times Square,New York,$154,$179,Excellent,"4,189",No,Yes,5,8.88,Yes,Yes,812 total,19/07/2024,23/07/2024,12,4,07/07/2024,23
Truss Hotel Times Square,New York,$207,$253,Very,"1,603",No,No,,8.28,No,No,966 total,19/07/2024,23/07/2024,12,4,07/07/2024,24
Courtyard New York Manhattan/Times Square West,New York,$249,$312,Wonderful,"1,015",No,Yes,,9.09,Yes,Yes,"1,158 total",19/07/2024,23/07/2024,12,4,07/07/2024,25
The New Yorker A Wyndham Hotel,New York,$184,$217,Very,"4,662",No,Yes,5,8.28,Yes,Yes,993 total,19/07/2024,23/07/2024,12,4,07/07/2024,26
Hilton Garden Inn New York Times Square South,New York,$223,N/A,Wonderful,"3,179",No,No,1,9.09,No,No,"1,036 total",19/07/2024,23/07/2024,12,4,07/07/2024,27
AC Hotel by Marriott New York Downtown,New York,$197,N/A,Wonderful,"1,005",No,No,5,9.09,No,No,919 total,19/07/2024,23/07/2024,12,4,07/07/2024,28
"Club Quarters Hotel, World Trade Center",New York,$200,$236,Excellent,"1,420",No,Yes,,8.68,Yes,Yes,"1,048 total",19/07/2024,23/07/2024,12,4,07/07/2024,29
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,New York,$197,N/A,Excellent,"1,670",No,No,,8.88,No,No,919 total,19/07/2024,23/07/2024,12,4,07/07/2024,30
"Holiday Inn New York City - Times Square, an IHG Hotel",New York,$215,N/A,Very,"1,457",No,No,5,8.28,No,No,"1,000 total",19/07/2024,23/07/2024,12,4,07/07/2024,31
Moxy NYC Downtown,New York,$190,$205,Excellent,"1,025",No,No,2,8.68,No,No,985 total,19/07/2024,23/07/2024,12,4,07/07/2024,32
Hilton Garden Inn New York/Manhattan-Chelsea,Chelsea,$246,$289,Very,"1,806",No,Yes,,8.48,Yes,Yes,"1,142 total",19/07/2024,23/07/2024,12,4,07/07/2024,33
Sonesta Simply Suites Jersey City,Jersey City,$220,$275,Excellent,"1,005",No,No,,8.68,No,No,"1,026 total",19/07/2024,23/07/2024,12,4,07/07/2024,34
Arthouse Hotel New York City,Upper West Side,$251,N/A,Excellent,"1,275",No,No,,8.68,No,No,"1,346 total",19/07/2024,23/07/2024,12,4,07/07/2024,35
Soho 54,New York,$172,$192,Good,"1,046",No,Yes,,7.47,Yes,Yes,943 total,19/07/2024,23/07/2024,12,4,07/07/2024,36
"EVEN Hotel New York - Midtown East, an IHG Hotel",New York,$191,N/A,Excellent,"1,192",No,No,,8.88,No,No,"1,005 total",19/07/2024,23/07/2024,12,4,07/07/2024,37
Courtyard by Marriott New York Manhattan / Central Park,New York,$245,$288,Excellent,"1,011",No,No,5,8.88,No,No,"1,139 total",19/07/2024,23/07/2024,12,4,07/07/2024,38
Four Points By Sheraton Manhattan Midtown West,New York,$226,N/A,Excellent,"1,005",No,No,,8.88,No,No,"1,053 total",19/07/2024,23/07/2024,12,4,07/07/2024,39
Tempo by Hilton New York Times Square,Theater District,$293,N/A,Exceptional,"2,652",No,No,1,9.49,No,No,"1,518 total",19/07/2024,23/07/2024,12,4,07/07/2024,40
Arlo Midtown,New York,$222,N/A,Wonderful,"5,386",No,No,,9.29,No,No,"1,170 total",19/07/2024,23/07/2024,12,4,07/07/2024,41
Hyatt Place New York/Chelsea,Chelsea,$215,$239,Very,"1,366",Breakfast included,Yes,,8.28,Yes,No,"1,001 total",19/07/2024,23/07/2024,12,4,07/07/2024,42
Grayson Hotel in the Unbound Collection by Hyatt,Central New York City,$233,$259,Wonderful,327,No,No,,9.29,No,No,"1,222 total",19/07/2024,23/07/2024,12,4,07/07/2024,43
Hilton Garden Inn New York/Times Square Central,Theater District,$202,$224,Very,"1,865",No,No,,8.28,No,No,"1,061 total",19/07/2024,23/07/2024,12,4,07/07/2024,44
Best Western Premier Empire State Hotel,New York,$191,N/A,Wonderful,691,No,No,1,9.09,No,No,891 total,19/07/2024,23/07/2024,12,4,07/07/2024,45
Four Points by Sheraton Manhattan SoHo Village,New York,$203,$239,Very,"1,007",No,Yes,5,8.48,Yes,Yes,946 total,19/07/2024,23/07/2024,12,4,07/07/2024,46
DoubleTree by Hilton Hotel New York City - Chelsea,Chelsea,$214,$247,Good,"1,055",No,Yes,,7.87,Yes,Yes,998 total,19/07/2024,23/07/2024,12,4,07/07/2024,47
Courtyard New York Manhattan/ Midtown East,New York,$283,$304,Excellent,"2,030",No,No,5,8.88,No,No,"1,312 total",19/07/2024,23/07/2024,12,4,07/07/2024,48
Park Terrace Hotel,Central New York City,$288,N/A,Exceptional,"1,318",No,No,,9.49,No,No,"1,495 total",19/07/2024,23/07/2024,12,4,07/07/2024,49
Hilton New York Fashion District,Chelsea,$229,N/A,Very,"1,012",No,No,8,8.28,No,No,"1,064 total",19/07/2024,23/07/2024,12,4,07/07/2024,50
Hilton Club The Central at 5th New York,New York,$277,$325,Exceptional,537,No,Yes,,9.69,Yes,Yes,"1,284 total",19/07/2024,23/07/2024,12,4,07/07/2024,51
The Belvedere Hotel,New York,$199,$227,Excellent,"3,542",No,Yes,1,8.68,Yes,Yes,"1,025 total",19/07/2024,23/07/2024,12,4,07/07/2024,52
Moxy NYC Times Square,New York,$204,N/A,Excellent,"1,990",No,No,5,8.68,No,No,"1,069 total",19/07/2024,23/07/2024,12,4,07/07/2024,53
70 Park Avenue,New York,$194,N/A,Excellent,"1,004",No,No,1,8.88,No,No,"1,063 total",19/07/2024,23/07/2024,12,4,07/07/2024,54
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$185,$205,Very,"1,010",No,No,,8.08,No,No,931 total,19/07/2024,23/07/2024,12,4,07/07/2024,55
Hyatt Place New York City/Times Square,New York,$213,$237,Very,"1,564",Breakfast included,Yes,,8.08,Yes,No,991 total,19/07/2024,23/07/2024,12,4,07/07/2024,56
Residence Inn by Marriott New York Downtown Manhattan/Financial District,New York,$199,$234,Very,497,Breakfast included,Yes,5,8.48,Yes,Yes,927 total,19/07/2024,23/07/2024,12,4,07/07/2024,57
Pod 51,New York,$168,$290,Very,"1,339",No,Yes,1,8.08,Yes,Yes,878 total,19/07/2024,23/07/2024,12,4,07/07/2024,58
Millennium Downtown New York,New York,$195,$244,Good,"2,353",No,No,,7.47,No,No,"1,071 total",19/07/2024,23/07/2024,12,4,07/07/2024,59
Fairfield Inn & Suites New York Manhattan/Times Square South,New York,$239,N/A,Excellent,"1,215",Breakfast included,No,5,8.88,No,No,"1,109 total",19/07/2024,23/07/2024,12,4,07/07/2024,60
Chelsea Savoy Hotel,Chelsea,$234,$275,Excellent,"1,966",Breakfast included,Yes,,8.68,Yes,Yes,"1,087 total",19/07/2024,23/07/2024,12,4,07/07/2024,61
Renaissance New York Times Square Hotel by Marriott,Theater District,$307,$362,Wonderful,"1,017",No,Yes,5,9.09,Yes,No,"1,564 total",19/07/2024,23/07/2024,12,4,07/07/2024,62
New York Hilton Midtown,Central New York City,$258,N/A,Very,"1,975",No,No,,8.08,No,No,"1,357 total",19/07/2024,23/07/2024,12,4,07/07/2024,63
Ameritania Hotel at Times Square,Theater District,$210,$221,Excellent,"3,140",No,No,,8.68,No,No,"1,070 total",19/07/2024,23/07/2024,12,4,07/07/2024,64
Lotte New York Palace,New York,$435,$580,Excellent,"1,010",No,No,1,8.88,No,No,"2,011 total",19/07/2024,23/07/2024,12,4,07/07/2024,65
Pod 39,New York,$184,$214,Excellent,"1,533",No,Yes,,8.88,Yes,Yes,951 total,19/07/2024,23/07/2024,12,4,07/07/2024,66
Four Points by Sheraton Midtown-Times Square,New York,$212,$249,Excellent,"1,331",No,No,5,8.88,No,No,985 total,19/07/2024,23/07/2024,12,4,07/07/2024,67
Hotel AKA NoMad,New York,$235,$253,Excellent,"1,005",No,No,,8.68,No,No,"1,253 total",19/07/2024,23/07/2024,12,4,07/07/2024,68
Aloft New York Chelsea,Chelsea,$195,N/A,Wonderful,150,No,No,5,9.29,No,No,909 total,19/07/2024,23/07/2024,12,4,07/07/2024,69
Courtyard by Marriott New York Manhattan / Chelsea,Chelsea,$223,N/A,Wonderful,"1,005",No,Yes,5,9.29,Yes,Yes,"1,035 total",19/07/2024,23/07/2024,12,4,07/07/2024,70
Element New York Times Square West,New York,$199,N/A,Very,"1,840",Breakfast included,No,5,8.28,No,No,936 total,19/07/2024,23/07/2024,12,4,07/07/2024,71
Hilton Garden Inn New York/Central Park South-Midtown West,Theater District,$216,N/A,Good,"1,482",No,No,,7.67,No,No,"1,018 total",19/07/2024,23/07/2024,12,4,07/07/2024,72
Motto By Hilton New York City Times Square,Theater District,$202,$224,Wonderful,902,No,Yes,,9.09,Yes,Yes,"1,077 total",19/07/2024,23/07/2024,12,4,07/07/2024,73
The Standard East Village,New York,$264,$319,Wonderful,"1,004",No,Yes,3,9.09,Yes,No,"1,366 total",19/07/2024,23/07/2024,12,4,07/07/2024,74
DoubleTree by Hilton New York Downtown,New York,$196,N/A,Good,"1,651",No,No,,7.87,No,No,913 total,19/07/2024,23/07/2024,12,4,07/07/2024,75
Hampton Inn Manhattan/Times Square Central,Theater District,$246,N/A,Wonderful,"1,639",Breakfast included,No,,9.09,No,No,"1,144 total",19/07/2024,23/07/2024,12,4,07/07/2024,76
Chelsea Inn,New York,$188,N/A,Very,"1,008",No,No,,8.08,No,No,967 total,19/07/2024,23/07/2024,12,4,07/07/2024,77
Courtyard by Marriott New York Downtown Manhattan/Financial District,New York,$176,N/A,Good,867,No,Yes,4,7.87,Yes,Yes,820 total,19/07/2024,23/07/2024,12,4,07/07/2024,78
Hard Rock Hotel New York,Theater District,$367,$432,Exceptional,"2,662",No,No,,9.49,No,No,"1,881 total",19/07/2024,23/07/2024,12,4,07/07/2024,79
Four Points By Sheraton New York Downtown,New York,$199,N/A,Very,"1,579",No,Yes,5,8.08,Yes,Yes,927 total,19/07/2024,23/07/2024,12,4,07/07/2024,80
Hilton Garden Inn New York/Midtown Park Ave,New York,$232,N/A,Very,"1,010",No,Yes,,8.48,Yes,Yes,"1,078 total",19/07/2024,23/07/2024,12,4,07/07/2024,81
Aura Hotel Times Square,Theater District,$219,$274,Excellent,78,No,Yes,,8.88,Yes,Yes,"1,160 total",19/07/2024,23/07/2024,12,4,07/07/2024,82
"Holiday Inn Express New York City Times Square, an IHG Hotel",New York,$193,$264,N/A,"1,009",Breakfast included,Yes,,6.86,Yes,Yes,967 total,19/07/2024,23/07/2024,12,4,07/07/2024,83
SpringHill Suites by Marriott New York Manhattan/Times Square South,New York,$224,N/A,Very,"1,427",Breakfast included,Yes,1,8.48,Yes,Yes,"1,040 total",19/07/2024,23/07/2024,12,4,07/07/2024,84
DoubleTree by Hilton New York Times Square West,New York,$202,N/A,Good,"1,328",No,No,7,7.27,No,No,939 total,19/07/2024,23/07/2024,12,4,07/07/2024,85
Hilton Garden Inn New York/Tribeca,New York,$231,N/A,Very,"1,013",No,No,1,8.48,No,No,"1,076 total",19/07/2024,23/07/2024,12,4,07/07/2024,86
Sheraton New York Times Square Hotel,Theater District,$252,N/A,Good,"2,271",No,No,5,7.87,No,No,"1,292 total",19/07/2024,23/07/2024,12,4,07/07/2024,87
Omni Berkshire Place,New York,$273,$342,Wonderful,"1,229",No,Yes,,9.29,Yes,No,"1,429 total",19/07/2024,23/07/2024,12,4,07/07/2024,88
The Westin New York Grand Central,New York,$250,$317,Excellent,"2,639",No,Yes,,8.88,Yes,Yes,"1,399 total",19/07/2024,23/07/2024,12,4,07/07/2024,89
Virgin Hotels New York City,New York,$320,$359,Excellent,"1,519",No,Yes,,8.88,Yes,No,"1,637 total",19/07/2024,23/07/2024,12,4,07/07/2024,90
Moxy NYC Times Square,New York,$204,N/A,Excellent,"1,990",No,No,5,8.68,No,No,"1,069 total",19/07/2024,23/07/2024,12,4,07/07/2024,91
citizenM New York Times Square,Theater District,$287,N/A,Wonderful,"1,085",No,No,,9.29,No,No,"1,334 total",19/07/2024,23/07/2024,12,4,07/07/2024,92
Motto By Hilton New York City Times Square,Theater District,$202,$224,Wonderful,902,No,Yes,,9.09,Yes,Yes,"1,077 total",19/07/2024,23/07/2024,12,4,07/07/2024,93
"The Time New York, part of JdV by Hyatt",Theater District,$249,$293,Very,"1,001",No,Yes,,8.08,Yes,Yes,"1,311 total",19/07/2024,23/07/2024,12,4,07/07/2024,94
Soho Grand Hotel,SoHo,$310,$344,Excellent,"1,007",No,Yes,7,8.88,Yes,Yes,"1,595 total",19/07/2024,23/07/2024,12,4,07/07/2024,95
Hotel Belleclaire,Upper West Side,$232,N/A,Wonderful,"1,716",Breakfast included,Yes,,9.09,Yes,Yes,"1,212 total",19/07/2024,23/07/2024,12,4,07/07/2024,96
"The Cloud One New York-Downtown, by the Motel One Group",New York,$234,N/A,Excellent,629,No,Yes,,8.88,Yes,No,"1,088 total",19/07/2024,23/07/2024,12,4,07/07/2024,97
Hyatt House New York/Chelsea,Chelsea,$240,$267,Excellent,"1,004",Breakfast included,Yes,,8.88,Yes,No,"1,133 total",19/07/2024,23/07/2024,12,4,07/07/2024,98
70 Park Avenue,New York,$194,N/A,Excellent,"1,004",No,No,1,8.88,No,No,"1,063 total",19/07/2024,23/07/2024,12,4,07/07/2024,99
Paramount Times Square,Theater District,$179,N/A,Good,"2,688",No,No,2,7.07,No,No,996 total,19/07/2024,23/07/2024,12,4,07/07/2024,100
YOTEL New York Times Square,New York,$209,$348,Good,"2,303",No,No,,7.47,No,No,"1,152 total",19/07/2024,23/07/2024,12,4,07/07/2024,101
The Washington by LuxUrban,New York,$256,N/A,Very,"1,016",No,Yes,,8.28,Yes,No,"1,188 total",19/07/2024,23/07/2024,12,4,07/07/2024,102
Hyatt Centric Times Square New York,Theater District,$292,$344,Wonderful,"1,554",No,No,,9.29,No,No,"1,516 total",19/07/2024,23/07/2024,12,4,07/07/2024,103
Hampton Inn Manhattan-Chelsea,Chelsea,$213,N/A,Very,"1,008",Breakfast included,No,,8.08,No,No,994 total,19/07/2024,23/07/2024,12,4,07/07/2024,104
Empire Hotel,New York,$234,$260,Good,"3,745",No,No,,7.67,No,No,"1,270 total",19/07/2024,23/07/2024,12,4,07/07/2024,105
The Gregorian,New York,$234,$247,Wonderful,"1,272",No,Yes,,9.29,Yes,Yes,"1,250 total",19/07/2024,23/07/2024,12,4,07/07/2024,106
Broadway Plaza Hotel,New York,$271,$319,Wonderful,"1,530",No,No,1,9.29,No,No,"1,304 total",19/07/2024,23/07/2024,12,4,07/07/2024,107
Fairfield Inn New York Manhattan/Financial District,New York,$186,$219,Very,"1,018",Breakfast included,Yes,3,8.08,Yes,Yes,868 total,19/07/2024,23/07/2024,12,4,07/07/2024,108
The Lombardy Hotel,New York,$280,$329,Excellent,"1,003",No,Yes,,8.88,Yes,Yes,"1,357 total",19/07/2024,23/07/2024,12,4,07/07/2024,109
New York Hilton Midtown,Central New York City,$258,N/A,Very,"1,975",No,No,,8.08,No,No,"1,357 total",19/07/2024,23/07/2024,12,4,07/07/2024,110
"Hotel Indigo NYC Financial District, an IHG Hotel",New York,$196,N/A,Wonderful,395,No,No,,9.29,No,No,915 total,19/07/2024,23/07/2024,12,4,07/07/2024,111
Moxy NYC Chelsea,Chelsea,$227,N/A,Excellent,"1,006",No,Yes,2,8.68,Yes,No,"1,174 total",19/07/2024,23/07/2024,12,4,07/07/2024,112
Aloft Manhattan Downtown - Financial District,New York,$178,N/A,Very,"1,005",No,Yes,4,8.08,Yes,Yes,829 total,19/07/2024,23/07/2024,12,4,07/07/2024,113
"InterContinental New York Barclay, an IHG Hotel",New York,$256,N/A,Excellent,"1,006",No,No,,8.88,No,No,"1,369 total",19/07/2024,23/07/2024,12,4,07/07/2024,114
The Westin New York at Times Square,Theater District,$277,N/A,Excellent,"4,345",No,Yes,5,8.88,Yes,Yes,"1,427 total",19/07/2024,23/07/2024,12,4,07/07/2024,115
"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",New York,$226,N/A,Wonderful,"1,829",No,No,,9.29,No,No,"1,187 total",19/07/2024,23/07/2024,12,4,07/07/2024,116
Courtyard by Marriott New York City Manhattan Fifth Avenue,New York,$239,N/A,Very,"1,003",No,No,5,8.48,No,No,"1,111 total",19/07/2024,23/07/2024,12,4,07/07/2024,117
Wingate by Wyndham New York Midtown South/5th Ave,New York,$209,N/A,Excellent,"1,002",Breakfast included,No,,8.68,No,No,974 total,19/07/2024,23/07/2024,12,4,07/07/2024,118
Comfort Inn Manhattan - Midtown West,New York,$190,$224,Good,"1,208",Breakfast included,Yes,1,7.47,Yes,Yes,885 total,19/07/2024,23/07/2024,12,4,07/07/2024,119
